Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
AKU,Akumin Inc.,3.03,0.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aku,
ALP^Q,Alabama Power Company,27.85,0.0,,,,,https://old.nasdaq.com/symbol/alp^q,
ALG,"Alamo Group, Inc.",106.25,1260568062.5,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg,
AGI,Alamos Gold Inc.,9.44,3695108328.48,,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi,
ALRM,"Alarm.com Holdings, Inc.",54.08,2648068354.88,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm,
ALK,"Alaska Air Group, Inc.",41.04,5074174519.2,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk,
ALSK,"Alaska Communications Systems Group, Inc.",2.255,121021468.535,,1999.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk,
AIN,Albany International Corporation,54.5,1760350000.0,,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain,
ALB,Albemarle Corporation,97.96,10418828602.44,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb,
ALAC,Alberton Acquisition Corporation,10.73,49532233.74,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.25,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,10.8,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.26,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacw,
ACI,"Albertsons Companies, Inc.",13.06,6166785505.98,,2020.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/aci,
ALBO,"Albireo Pharma, Inc.",38.9,738738657.9,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo,
AA,Alcoa Corporation,13.32,2476511556.12,,2016.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/aa,
ALC,Alcon Inc.,58.84,28778644000.0,,2019.0,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc,
ALDX,"Aldeyra Therapeutics, Inc.",7.43,287044185.62,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",14.07,1115218675.62,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec,
ALRS,Alerus Financial Corporation,22.12,378708910.72,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs,
ALEX,"Alexander & Baldwin, Inc.",10.79,780637272.22,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex,
ALX,"Alexander&#39;s, Inc.",256.61,1310581686.9,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx,
ARE,"Alexandria Real Estate Equities, Inc.",159.35,20096357207.55,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are,
AXU,Alexco Resource Corp,2.95,403585582.4,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/axu,
ALXN,"Alexion Pharmaceuticals, Inc.",113.72,24924351626.76,,1996.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn,
AQN,Algonquin Power & Utilities Corp.,14.05,8321425224.9,,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn,
AQNA,Algonquin Power & Utilities Corp.,27.76,0.0,,2018.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna,
AQNB,Algonquin Power & Utilities Corp.,27.74,0.0,,2019.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb,
BABA,Alibaba Group Holding Limited,272.41,737042466206.0,,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba,
ALCO,"Alico, Inc.",30.0,224749260.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco,
ALIT,Alight Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/alit,
ALGN,"Align Technology, Inc.",320.97,25288161642.51,,2001.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",5.7,28680946.5,,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.12,123132218.2,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",0.856,36099909.096,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,18.03,2867557748.73,,1991.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,84.12,4114617836.28,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk,
Y,Alleghany Corporation,500.82,7167735840.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y,
ATI,Allegheny Technologies Incorporated,9.59,1216147036.79,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati,
ABTX,"Allegiance Bancshares, Inc.",24.96,509973035.52,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,134.5,2184593654.0,,2006.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt,
ALLE,Allegion plc,103.25,9523102060.5,,2013.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle,
ALNA,"Allena Pharmaceuticals, Inc.",1.37,51996173.07,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna,
ALE,"Allete, Inc.",53.41,2770946264.24,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale,
ADS,Alliance Data Systems Corporation,46.37,2212545523.77,,2001.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads,
AFB,Alliance National Municipal Income Fund Inc,13.87,398692262.32,,2002.0,,,https://old.nasdaq.com/symbol/afb,
ARLP,"Alliance Resource Partners, L.P.",3.18,404480796.42,,1999.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp,
AWF,Alliance World Dollar Government Fund II,10.81,932142808.37,,1993.0,,,https://old.nasdaq.com/symbol/awf,
AB,AllianceBernstein Holding L.P.,27.75,2673212195.25,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ab,
LNT,Alliant Energy Corporation,50.98,12726869064.96,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt,
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,20.75,712205051.25,,2019.0,,,https://old.nasdaq.com/symbol/aio,
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.06,165422154.96,,2017.0,,,https://old.nasdaq.com/symbol/cbh,
NCV,AllianzGI Convertible & Income Fund,4.69,423852038.61,,2003.0,,,https://old.nasdaq.com/symbol/ncv,
NCV^A,AllianzGI Convertible & Income Fund,26.165,0.0,,,,,https://old.nasdaq.com/symbol/ncv^a,
NCZ,AllianzGI Convertible & Income Fund II,4.17,317402673.33,,2003.0,,,https://old.nasdaq.com/symbol/ncz,
NCZ^A,AllianzGI Convertible & Income Fund II,25.92,0.0,,,,,https://old.nasdaq.com/symbol/ncz^a,
ACV,AllianzGI Diversified Income & Convertible Fund,25.7,266095744.0,,2015.0,,,https://old.nasdaq.com/symbol/acv,
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",11.83,1121502703.23,,2005.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj,
NIE,AllianzGI Equity & Convertible Income Fund,23.9,662244263.5,,2007.0,,,https://old.nasdaq.com/symbol/nie,
AESE,"Allied Esports Entertainment, Inc.",1.5,47944525.5,,2017.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese,
AHPI,"Allied Healthcare Products, Inc.",5.77,23158108.49,,1992.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",40.31,392793216.72,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot,
ALSN,"Allison Transmission Holdings, Inc.",33.61,3804713976.84,,2012.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn,
ALLO,"Allogene Therapeutics, Inc.",38.0,5293077684.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,9.79,344730463.11,,2006.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt,
ALVR,"AlloVir, Inc.",29.58,1853760053.34,,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alvr,
MDRX,"Allscripts Healthcare Solutions, Inc.",8.16,1329829251.36,,,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx,
ALL,Allstate Corporation (The),91.28,28508218902.24,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all,
ALL^B,Allstate Corporation (The),26.71,0.0,,,,,https://old.nasdaq.com/symbol/all^b,
ALL^G,Allstate Corporation (The),28.25,0.0,,,,,https://old.nasdaq.com/symbol/all^g,
ALL^H,Allstate Corporation (The),27.44,0.0,,,,,https://old.nasdaq.com/symbol/all^h,
ALL^I,Allstate Corporation (The),27.01,0.0,,,,,https://old.nasdaq.com/symbol/all^i,
ALLY,Ally Financial Inc.,25.69,9603875689.87,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ally,
ALLY^A,Ally Financial Inc.,24.92,0.0,,,,,https://old.nasdaq.com/symbol/ally^a,
AAU,"Almaden Minerals, Ltd.",0.9472,114001560.2944,,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aau,
ALNY,"Alnylam Pharmaceuticals, Inc.",132.26,15338163499.58,,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,12.75,322671045.75,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl,
AHAC,Alpha Healthcare Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/ahac,
AHACU,Alpha Healthcare Acquisition Corp.,10.0,0.0,,,,,https://old.nasdaq.com/symbol/ahacu,
APT,"Alpha Pro Tech, Ltd.",14.17,192539763.65,,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/apt,
GOOG,Alphabet Inc.,1459.99,993032105463.65,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1451.09,986978649112.15,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,21.6841,0.0,,,,,https://old.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",6.17,396747628.15,,2006.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",8.67,206214649.5,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn,
PINE,"Alpine Income Property Trust, Inc.",16.75,124875956.75,,2019.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pine,
ALTG,Alta Equipment Group Inc.,8.61,254092800.99,,2019.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg,
ALTG.WS,Alta Equipment Group Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/altg.ws,
ALTA,Altabancorp,21.67,407268580.4,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alta,
ALTR,Altair Engineering Inc.,41.93,3065683479.53,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr,
ALIN^A,Altera Infrastructure L.P.,15.35,0.0,,,,,https://old.nasdaq.com/symbol/alin^a,
ALIN^B,Altera Infrastructure L.P.,16.27,0.0,,,,,https://old.nasdaq.com/symbol/alin^b,
ALIN^E,Altera Infrastructure L.P.,16.1079,0.0,,,,,https://old.nasdaq.com/symbol/alin^e,
ATHE,Alterity Therapeutics Limited,2.285,21273100.935,9309891.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe,
AYX,"Alteryx, Inc.",107.93,7142415722.03,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx,
ATUS,"Altice USA, Inc.",26.25,15175056225.0,,2017.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus,
ALT,"Altimmune, Inc.",14.12,464715081.96,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt,
AAMC,Altisource Asset Management Corp,21.12,34470311.04,,,Finance,Real Estate,https://old.nasdaq.com/symbol/aamc,
ASPS,Altisource Portfolio Solutions S.A.,13.51,211182335.07,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,39.77,2571368245.06,,2006.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc,
MO,Altria Group,39.84,74038544527.68,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo,
ALTM,Altus Midstream Company,11.98,194632590.8,,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm,
ACH,Aluminum Corporation of China Limited,5.79,3942451055.22,,2001.0,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach,
ALUS,Alussa Energy Acquisition Corp.,10.0,359375000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/alus,
ALUS.U,Alussa Energy Acquisition Corp.,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/alus.u,
ALUS.WS,Alussa Energy Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/alus.ws,
ALXO,ALX Oncology Holdings Inc.,37.36,1381099075.2,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxo,
AMAG,"AMAG Pharmaceuticals, Inc.",10.11,348589221.06,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,11.83,367315880.75,,2018.0,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,4.17,1492099079.25,357817525.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",34.15,240248289.35,,,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",2954.91,1480083838636.41,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",11.63,532760286.57,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBC,"Ambac Financial Group, Inc.",11.63,532760286.57,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBC.WS,"Ambac Financial Group, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/ambc.ws,
AMBA,"Ambarella, Inc.",53.03,1835595109.31,,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba,
ABEV,Ambev S.A.,2.39,37602893321.52,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev,
AMBO,Ambow Education Holding Ltd.,1.7,37052871.9,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ambo,
AMC,"AMC Entertainment Holdings, Inc.",5.67,619840867.59,,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc,
AMCX,AMC Networks Inc.,24.98,1300002615.24,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,10.27,209900396.16,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,10.99,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,0.73,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciw,
DIT,AMCON Distributing Company,68.0,38411704.0,,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dit,
AMCR,Amcor plc,11.25,17570042088.75,,2019.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr,
DOX,Amdocs Limited,57.995,7714436905.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,233.61,7584536442.6,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,11.49,484410736.17,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,8.8,371002130.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb,
UHAL,Amerco,377.1,7394096854.8,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal,
AEE,Ameren Corporation,76.86,18990532598.94,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee,
AMRC,"Ameresco, Inc.",30.34,1448028138.68,,2010.0,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc,
AMRH,"Ameri Holdings, Inc.",1.14,6540181.14,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.057999999999999996,0.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",4.13,250051692.52,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",12.52,54510044648.64,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMOV,"America Movil, S.A.B. de C.V.",12.52,54510044648.64,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMX,"America Movil, S.A.B. de C.V.",12.55,54640659771.6,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx,
AAL,"American Airlines Group, Inc.",13.19,6707921739.97,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal,
AAT,"American Assets Trust, Inc.",25.16,1511459776.88,,2011.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat,
AXL,"American Axle & Manufacturing Holdings, Inc.",5.84,661514261.6,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl,
ACC,American Campus Communities Inc,36.32,4998797545.12,,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc,
AEO,"American Eagle Outfitters, Inc.",14.64,2431908711.12,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo,
AEP,"American Electric Power Company, Inc.",78.78,39087125248.08,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep,
AEP^B,"American Electric Power Company, Inc.",47.69,0.0,,,,,https://old.nasdaq.com/symbol/aep^b,
AEP^C,"American Electric Power Company, Inc.",48.17,0.0,,,,,https://old.nasdaq.com/symbol/aep^c,
AEL,American Equity Investment Life Holding Company,21.72,1997252869.44,,2003.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael,
AEL^A,American Equity Investment Life Holding Company,23.9435,0.0,,,,,https://old.nasdaq.com/symbol/ael^a,
AEL^B,American Equity Investment Life Holding Company,25.2,0.0,,,,,https://old.nasdaq.com/symbol/ael^b,
AXP,American Express Company,103.44,83285866356.24,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp,
AFIN,"American Finance Trust, Inc.",6.64,720624153.76,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",24.12,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp,
AFG,"American Financial Group, Inc.",67.11,5941927990.08,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg,
AFGB,"American Financial Group, Inc.",27.55,0.0,,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgb,
AFGC,"American Financial Group, Inc.",26.76,26708085.6,,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgc,
AFGD,"American Financial Group, Inc.",27.07,0.0,,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgd,
AFGH,"American Financial Group, Inc.",25.33,0.0,,2015.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgh,
AMH,American Homes 4 Rent,28.51,9014816640.59,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh,
AMH^D,American Homes 4 Rent,25.63,0.0,,,,,https://old.nasdaq.com/symbol/amh^d,
AMH^E,American Homes 4 Rent,25.55,0.0,,,,,https://old.nasdaq.com/symbol/amh^e,
AMH^F,American Homes 4 Rent,26.3,0.0,,,,,https://old.nasdaq.com/symbol/amh^f,
AMH^G,American Homes 4 Rent,26.4,0.0,,,,,https://old.nasdaq.com/symbol/amh^g,
AMH^H,American Homes 4 Rent,27.58,0.0,,,,,https://old.nasdaq.com/symbol/amh^h,
AIG,"American International Group, Inc.",27.99,24111534861.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig,
AIG.WS,"American International Group, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/aig.ws,
AIG^A,"American International Group, Inc.",27.35,0.0,,,,,https://old.nasdaq.com/symbol/aig^a,
AMNB,"American National Bankshares, Inc.",22.14,242750044.8,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb,
